,State,Country,Lat,Long,Date,Confirmed,Death,Recovered
8712,TBF,Cabo Verde,16.5388,-23.0418,2020-02-26,0.0,0.0,0.0
8713,Phnom Penh,Cambodia,11.55,104.9167,2020-02-26,1.0,0.0,1.0
8714,Yaoundé,Cameroon,3.848,11.5021,2020-02-26,0.0,0.0,0.0
8715,Alberta,Canada,53.9333,-116.5765,2020-02-26,0.0,0.0,
8716,British Columbia,Canada,49.2827,-123.1207,2020-02-26,7.0,0.0,
8717,Grand Princess,Canada,37.6489,-122.6655,2020-02-26,0.0,0.0,
8718,Manitoba,Canada,53.7609,-98.8139,2020-02-26,0.0,0.0,
8719,New Brunswick,Canada,46.5653,-66.4619,2020-02-26,0.0,0.0,
8720,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-26,0.0,0.0,
8721,Nova Scotia,Canada,44.682,-63.7443,2020-02-26,0.0,0.0,
8722,Ontario,Canada,51.2538,-85.3232,2020-02-26,4.0,0.0,
8723,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-26,0.0,0.0,
8724,Quebec,Canada,52.9399,-73.5491,2020-02-26,0.0,0.0,
8725,Saskatchewan,Canada,52.9399,-106.4509,2020-02-26,0.0,0.0,
8726,Bangui,Central African Republic,6.6111,20.9394,2020-02-26,0.0,0.0,0.0
8727,N'Djamena,Chad,15.4542,18.7322,2020-02-26,0.0,0.0,0.0
8728,Santiago,Chile,-35.6751,-71.543,2020-02-26,0.0,0.0,0.0
8729,Anhui,China,31.8257,117.2264,2020-02-26,989.0,6.0,744.0
8730,Beijing,China,40.1824,116.4142,2020-02-26,400.0,4.0,235.0
8731,Chongqing,China,30.0572,107.874,2020-02-26,576.0,6.0,384.0
8732,Fujian,China,26.0789,117.9874,2020-02-26,294.0,1.0,218.0
8733,Gansu,China,37.8099,101.0583,2020-02-26,91.0,2.0,81.0
8734,Guangdong,China,23.3417,113.4244,2020-02-26,1347.0,7.0,851.0
8735,Guangxi,China,23.8298,108.7881,2020-02-26,252.0,2.0,147.0
8736,Guizhou,China,26.8154,106.8748,2020-02-26,146.0,2.0,104.0
8737,Hainan,China,19.1959,109.7453,2020-02-26,168.0,5.0,129.0
8738,Hebei,China,39.549,116.1306,2020-02-26,312.0,6.0,261.0
8739,Heilongjiang,China,47.862,127.7615,2020-02-26,480.0,12.0,249.0
8740,Henan,China,33.882,113.614,2020-02-26,1271.0,19.0,1033.0
8741,Hong Kong,China,22.3,114.2,2020-02-26,91.0,2.0,24.0
8742,Hubei,China,30.9756,112.2707,2020-02-26,65187.0,2615.0,20969.0
8743,Hunan,China,27.6104,111.7088,2020-02-26,1016.0,4.0,783.0
8744,Inner Mongolia,China,44.0935,113.9448,2020-02-26,75.0,0.0,38.0
8745,Jiangsu,China,32.9711,119.455,2020-02-26,631.0,0.0,478.0
8746,Jiangxi,China,27.614,115.7221,2020-02-26,934.0,1.0,719.0
8747,Jilin,China,43.6661,126.1923,2020-02-26,93.0,1.0,65.0
8748,Liaoning,China,41.2956,122.6085,2020-02-26,121.0,1.0,88.0
8749,Macau,China,22.1667,113.55,2020-02-26,10.0,0.0,7.0
8750,Ningxia,China,37.2692,106.1655,2020-02-26,71.0,0.0,65.0
8751,Qinghai,China,35.7452,95.9956,2020-02-26,18.0,0.0,18.0
8752,Shaanxi,China,35.1917,108.8701,2020-02-26,245.0,1.0,192.0
8753,Shandong,China,36.3427,118.1498,2020-02-26,756.0,6.0,377.0
8754,Shanghai,China,31.202,121.4491,2020-02-26,337.0,3.0,272.0
8755,Shanxi,China,37.5777,112.2922,2020-02-26,133.0,0.0,104.0
8756,Sichuan,China,30.6171,102.7103,2020-02-26,531.0,3.0,307.0
8757,Tianjin,China,39.3054,117.323,2020-02-26,135.0,3.0,96.0
8758,Tibet,China,31.6927,88.0924,2020-02-26,1.0,0.0,1.0
8759,Xinjiang,China,41.1129,85.2401,2020-02-26,76.0,2.0,34.0
8760,Yunnan,China,24.974,101.487,2020-02-26,174.0,2.0,144.0
8761,Zhejiang,China,29.1832,120.0934,2020-02-26,1205.0,1.0,867.0
8762,Bogotá,Colombia,4.5709,-74.2973,2020-02-26,0.0,0.0,0.0
8763,TBF,Congo (Brazzaville),-4.0383,21.7587,2020-02-26,0.0,0.0,0.0
8764,TBF,Congo (Kinshasa),-4.0383,21.7587,2020-02-26,0.0,0.0,0.0
8765,San José,Costa Rica,9.7489,-83.7534,2020-02-26,0.0,0.0,0.0
8766,TBF,Cote d'Ivoire,7.54,-5.5471,2020-02-26,0.0,0.0,0.0
8767,Zagreb,Croatia,45.1,15.2,2020-02-26,3.0,0.0,0.0
8768,TBF,Diamond Princess,0.0,0.0,2020-02-26,705.0,4.0,10.0
8769,Havana,Cuba,22.0,-80.0,2020-02-26,0.0,0.0,0.0
8770,Nicosia,Cyprus,35.1264,33.4299,2020-02-26,0.0,0.0,0.0
8771,TBF,Czechia,49.8175,15.473,2020-02-26,0.0,0.0,0.0
8772,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-26,0.0,0.0,0.0
8773,Greenland,Denmark,71.7069,-42.6043,2020-02-26,0.0,0.0,0.0
8774,Copenhagen,Denmark,56.2639,9.5018,2020-02-26,0.0,0.0,0.0
8775,Djibouti,Djibouti,11.8251,42.5903,2020-02-26,0.0,0.0,0.0
8776,Santo Domingo,Dominican Republic,18.7357,-70.1627,2020-02-26,0.0,0.0,0.0
8777,Quito,Ecuador,-1.8312,-78.1834,2020-02-26,0.0,0.0,0.0
8778,Cairo,Egypt,26.0,30.0,2020-02-26,1.0,0.0,0.0
8779,San Salvador,El Salvador,13.7942,-88.8965,2020-02-26,0.0,0.0,0.0
8780,Malabo,Equatorial Guinea,1.5,10.0,2020-02-26,0.0,0.0,0.0
8781,Asmara,Eritrea,15.1794,39.7823,2020-02-26,0.0,0.0,0.0
8782,Tallinn,Estonia,58.5953,25.0136,2020-02-26,0.0,0.0,0.0
8783,TBF,Eswatini,-26.5225,31.4659,2020-02-26,0.0,0.0,0.0
8784,Addis Ababa,Ethiopia,9.145,40.4897,2020-02-26,0.0,0.0,0.0
8785,Suva,Fiji,-17.7134,178.065,2020-02-26,0.0,0.0,0.0
8786,Helsinki,Finland,64.0,26.0,2020-02-26,2.0,0.0,1.0
8787,French Guiana,France,3.9339,-53.1258,2020-02-26,0.0,0.0,0.0
8788,French Polynesia,France,-17.6797,149.4068,2020-02-26,0.0,0.0,0.0
8789,Guadeloupe,France,16.25,-61.5833,2020-02-26,0.0,0.0,0.0
8790,Mayotte,France,-12.8275,45.1662,2020-02-26,0.0,0.0,0.0
8791,New Caledonia,France,-20.9043,165.618,2020-02-26,0.0,0.0,0.0
8792,Reunion,France,-21.1351,55.2471,2020-02-26,0.0,0.0,0.0
8793,Saint Barthelemy,France,17.9,-62.8333,2020-02-26,0.0,0.0,0.0
8794,St Martin,France,18.0708,-63.0501,2020-02-26,0.0,0.0,0.0
8795,Martinique,France,14.6415,-61.0242,2020-02-26,0.0,0.0,0.0
8796,Paris,France,46.2276,2.2137,2020-02-26,18.0,2.0,11.0
8797,Libreville,Gabon,-0.8037,11.6094,2020-02-26,0.0,0.0,0.0
8798,Banjul,Gambia,13.4432,-15.3101,2020-02-26,0.0,0.0,0.0
8799,Tbilisi,Georgia,42.3154,43.3569,2020-02-26,1.0,0.0,0.0
8800,Berlin,Germany,51.0,9.0,2020-02-26,27.0,0.0,15.0
8801,Accra,Ghana,7.9465,-1.0232,2020-02-26,0.0,0.0,0.0
8802,Athens,Greece,39.0742,21.8243,2020-02-26,1.0,0.0,0.0
8803,Guatemala City,Guatemala,15.7835,-90.2308,2020-02-26,0.0,0.0,0.0
8804,Conakry,Guinea,9.9456,-9.6966,2020-02-26,0.0,0.0,0.0
8805,Georgetown,Guyana,5.0,-58.75,2020-02-26,0.0,0.0,0.0
8806,Port-au-Prince,Haiti,18.9712,-72.2852,2020-02-26,0.0,0.0,0.0
8807,TBF,Holy See,41.9029,12.4534,2020-02-26,0.0,0.0,0.0
8808,Tegucigalpa,Honduras,15.2,-86.2419,2020-02-26,0.0,0.0,0.0
8809,Budapest,Hungary,47.1625,19.5033,2020-02-26,0.0,0.0,0.0
8810,Reykjavík,Iceland,64.9631,-19.0208,2020-02-26,0.0,0.0,0.0
8811,New Delhi,India,21.0,78.0,2020-02-26,3.0,0.0,3.0
8812,Jakarta,Indonesia,-0.7893,113.9213,2020-02-26,0.0,0.0,0.0
8813,Tehran,Iran,32.0,53.0,2020-02-26,139.0,19.0,49.0
8814,Baghdad,Iraq,33.0,44.0,2020-02-26,5.0,0.0,0.0
8815,Dublin,Ireland,53.1424,-7.6921,2020-02-26,0.0,0.0,0.0
8816,Jerusalem,Israel,31.0,35.0,2020-02-26,2.0,0.0,0.0
8817,Rome,Italy,43.0,12.0,2020-02-26,453.0,12.0,3.0
8818,Kingston,Jamaica,18.1096,-77.2975,2020-02-26,0.0,0.0,0.0
8819,Tokyo,Japan,36.0,138.0,2020-02-26,189.0,2.0,22.0
8820,Amman,Jordan,31.24,36.51,2020-02-26,0.0,0.0,0.0
8821,Astana,Kazakhstan,48.0196,66.9237,2020-02-26,0.0,0.0,0.0
8822,Nairobi,Kenya,-0.0236,37.9062,2020-02-26,0.0,0.0,0.0
8823,TBF,"Korea, South",36.0,128.0,2020-02-26,1261.0,12.0,22.0
8824,Kuwait City,Kuwait,29.5,47.75,2020-02-26,26.0,0.0,0.0
8825,Bishkek,Kyrgyzstan,41.2044,74.7661,2020-02-26,0.0,0.0,0.0
8826,Riga,Latvia,56.8796,24.6032,2020-02-26,0.0,0.0,0.0
8827,Beirut,Lebanon,33.8547,35.8623,2020-02-26,2.0,0.0,0.0
8828,Monrovia,Liberia,6.4281,-9.4295,2020-02-26,0.0,0.0,0.0
8829,Vaduz,Liechtenstein,47.14,9.55,2020-02-26,0.0,0.0,0.0
8830,Vilnius,Lithuania,55.1694,23.8813,2020-02-26,0.0,0.0,0.0
8831,Luxembourg,Luxembourg,49.8153,6.1296,2020-02-26,0.0,0.0,0.0
8832,Antananarivo,Madagascar,-18.7669,46.8691,2020-02-26,0.0,0.0,0.0
8833,Kuala Lumpur,Malaysia,2.5,112.5,2020-02-26,22.0,0.0,18.0
8834,Malé,Maldives,3.2028,73.2207,2020-02-26,0.0,0.0,0.0
8835,Valletta,Malta,35.9375,14.3754,2020-02-26,0.0,0.0,0.0
8836,Nouakchott,Mauritania,21.0079,10.9408,2020-02-26,0.0,0.0,0.0
8837,Port Louis,Mauritius,-20.2,57.5,2020-02-26,0.0,0.0,0.0
8838,Mexico City,Mexico,23.6345,-102.5528,2020-02-26,0.0,0.0,0.0
8839,Chisinau,Moldova,47.4116,28.3699,2020-02-26,0.0,0.0,0.0
8840,Monaco,Monaco,43.7333,7.4167,2020-02-26,0.0,0.0,0.0
8841,Ulaanbaatar,Mongolia,46.8625,103.8467,2020-02-26,0.0,0.0,0.0
8842,Podgorica,Montenegro,42.5,19.3,2020-02-26,0.0,0.0,0.0
8843,Rabat,Morocco,31.7917,-7.0926,2020-02-26,0.0,0.0,0.0
8844,Windhoek,Namibia,-22.9576,18.4904,2020-02-26,0.0,0.0,0.0
8845,Kathmandu,Nepal,28.1667,84.25,2020-02-26,1.0,0.0,1.0
8846,Aruba,Netherlands,12.5186,-70.0358,2020-02-26,0.0,0.0,0.0
8847,Curacao,Netherlands,12.1696,-68.99,2020-02-26,0.0,0.0,0.0
8848,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-26,0.0,0.0,0.0
8849,Amsterdam,Netherlands,52.1326,5.2913,2020-02-26,0.0,0.0,0.0
8850,Wellington,New Zealand,-40.9006,174.886,2020-02-26,0.0,0.0,0.0
8851,Managua,Nicaragua,12.8654,-85.2072,2020-02-26,0.0,0.0,0.0
8852,Niamey,Niger,17.6078,8.0817,2020-02-26,0.0,0.0,0.0
8853,Abuja,Nigeria,9.082,8.6753,2020-02-26,0.0,0.0,0.0
8854,TBF,North Macedonia,41.6086,21.7453,2020-02-26,1.0,0.0,0.0
8855,Oslo,Norway,60.472,8.4689,2020-02-26,1.0,0.0,0.0
8856,Muscat,Oman,21.0,57.0,2020-02-26,4.0,0.0,0.0
8857,Islamabad,Pakistan,30.3753,69.3451,2020-02-26,2.0,0.0,0.0
8858,Panama City,Panama,8.538,-80.7821,2020-02-26,0.0,0.0,0.0
8859,Port Moresby,Papua New Guinea,-6.315,143.9555,2020-02-26,0.0,0.0,0.0
8860,Asunción,Paraguay,-23.4425,-58.4438,2020-02-26,0.0,0.0,0.0
8861,Lima,Peru,-9.19,-75.0152,2020-02-26,0.0,0.0,0.0
8862,Manila,Philippines,13.0,122.0,2020-02-26,3.0,1.0,1.0
8863,Warsaw,Poland,51.9194,19.1451,2020-02-26,0.0,0.0,0.0
8864,Lisbon,Portugal,39.3999,-8.2245,2020-02-26,0.0,0.0,0.0
8865,Doha,Qatar,25.3548,51.1839,2020-02-26,0.0,0.0,0.0
8866,Bucharest,Romania,45.9432,24.9668,2020-02-26,1.0,0.0,0.0
8867,Moscow,Russia,60.0,90.0,2020-02-26,2.0,0.0,2.0
8868,Kigali,Rwanda,-1.9403,29.8739,2020-02-26,0.0,0.0,0.0
8869,Castries,Saint Lucia,13.9094,-60.9789,2020-02-26,0.0,0.0,0.0
8870,Kingstown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-26,0.0,0.0,0.0
8871,San Marino,San Marino,43.9424,12.4578,2020-02-26,0.0,0.0,0.0
8872,Riyadh,Saudi Arabia,24.0,45.0,2020-02-26,0.0,0.0,0.0
8873,Dakar,Senegal,14.4974,-14.4524,2020-02-26,0.0,0.0,0.0
8874,Belgrade,Serbia,44.0165,21.0059,2020-02-26,0.0,0.0,0.0
8875,Victoria,Seychelles,-4.6796,55.492,2020-02-26,0.0,0.0,0.0
8876,Singapore,Singapore,1.2833,103.8333,2020-02-26,93.0,0.0,62.0
8877,Bratislava,Slovakia,48.669,19.699,2020-02-26,0.0,0.0,0.0
8878,Ljubljana,Slovenia,46.1512,14.9955,2020-02-26,0.0,0.0,0.0
8879,Mogadishu,Somalia,5.1521,46.1996,2020-02-26,0.0,0.0,0.0
8880,Pretoria,South Africa,-30.5595,22.9375,2020-02-26,0.0,0.0,0.0
8881,Madrid,Spain,40.0,-4.0,2020-02-26,13.0,0.0,2.0
8882,Sri Jayawardenapura Kotte,Sri Lanka,7.0,81.0,2020-02-26,1.0,0.0,1.0
8883,Khartoum,Sudan,12.8628,30.2176,2020-02-26,0.0,0.0,0.0
8884,Paramaribo,Suriname,3.9193,-56.0278,2020-02-26,0.0,0.0,0.0
8885,Stockholm,Sweden,63.0,16.0,2020-02-26,2.0,0.0,0.0
8886,Bern,Switzerland,46.8182,8.2275,2020-02-26,1.0,0.0,0.0
8887,TBF,Taiwan*,23.7,121.0,2020-02-26,32.0,1.0,5.0
8888,Dodoma,Tanzania,-6.369,34.8888,2020-02-26,0.0,0.0,0.0
8889,Bangkok,Thailand,15.0,101.0,2020-02-26,40.0,0.0,22.0
8890,Lomé,Togo,8.6195,0.8248,2020-02-26,0.0,0.0,0.0
8891,Port of Spain,Trinidad and Tobago,10.6918,-61.2225,2020-02-26,0.0,0.0,0.0
8892,Tunis,Tunisia,34.0,9.0,2020-02-26,0.0,0.0,0.0
8893,Ankara,Turkey,38.9637,35.2433,2020-02-26,0.0,0.0,0.0
8894,Kampala,Uganda,1.0,32.0,2020-02-26,0.0,0.0,0.0
8895,Kiev,Ukraine,48.3794,31.1656,2020-02-26,0.0,0.0,0.0
8896,Abu Dhabi,United Arab Emirates,24.0,54.0,2020-02-26,13.0,0.0,4.0
8897,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-26,0.0,0.0,0.0
8898,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-26,0.0,0.0,0.0
8899,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-26,0.0,0.0,0.0
8900,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-26,0.0,0.0,0.0
8901,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-26,0.0,0.0,0.0
8902,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-26,0.0,0.0,0.0
8903,London,United Kingdom,55.3781,-3.4360000000000004,2020-02-26,13.0,0.0,8.0
8904,Montevideo,Uruguay,-32.5228,-55.7658,2020-02-26,0.0,0.0,0.0
8905,TBF,US,37.0902,-95.7129,2020-02-26,57.0,0.0,6.0
8906,Tashkent,Uzbekistan,41.3775,64.5853,2020-02-26,0.0,0.0,0.0
8907,Caracas,Venezuela,6.4238,-66.5897,2020-02-26,0.0,0.0,0.0
8908,Hanoi,Vietnam,16.0,108.0,2020-02-26,16.0,0.0,16.0
8909,Lusaka,Zambia,-15.4167,28.2833,2020-02-26,0.0,0.0,0.0
8910,Harare,Zimbabwe,-20.0,30.0,2020-02-26,0.0,0.0,0.0
8911,Diamond Princess,Canada,0.0,0.0,2020-02-26,0.0,0.0,
8912,Roseau,Dominica,15.415,-61.371,2020-02-26,0.0,0.0,0.0
8913,St. George's,Grenada,12.1165,-61.679,2020-02-26,0.0,0.0,0.0
8914,Maputo,Mozambique,-18.665695,35.529562,2020-02-26,0.0,0.0,
8915,Damascus,Syria,34.802075,38.99681500000001,2020-02-26,0.0,0.0,
8916,TBF,Timor-Leste,-8.874217,125.727539,2020-02-26,0.0,0.0,
8917,Belmopan,Belize,13.1939,-59.5432,2020-02-26,0.0,0.0,0.0
8918,Recovered,Canada,0.0,0.0,2020-02-26,0.0,0.0,
8919,Vientiane,Laos,19.85627,102.495496,2020-02-26,0.0,0.0,0.0
8920,Tripoli,Libya,26.3351,17.228331,2020-02-26,0.0,0.0,0.0
8921,TBF,West Bank and Gaza,31.9522,35.2332,2020-02-26,0.0,0.0,0.0
8922,Bissau,Guinea-Bissau,11.8037,-15.1804,2020-02-26,0.0,0.0,0.0
8923,Bamako,Mali,17.570692,-3.996166000000001,2020-02-26,0.0,0.0,0.0
8924,Basseterre,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-26,0.0,0.0,0.0
8925,Northwest Territories,Canada,64.8255,-124.8457,2020-02-26,0.0,0.0,
8926,Yukon,Canada,64.2823,-135.0,2020-02-26,0.0,0.0,
8927,Pristina,Kosovo,42.602636,20.902977,2020-02-26,0.0,0.0,0.0
8928,Kabul,Afghanistan,33.0,65.0,2020-02-27,1.0,0.0,0.0
8929,Tirana,Albania,41.1533,20.1683,2020-02-27,0.0,0.0,0.0
8930,Algiers,Algeria,28.0339,1.6596,2020-02-27,1.0,0.0,0.0
8931,Andorra la Vella,Andorra,42.5063,1.5218,2020-02-27,0.0,0.0,0.0
8932,Luanda,Angola,-11.2027,17.8739,2020-02-27,0.0,0.0,0.0
8933,St. John's,Antigua and Barbuda,17.0608,-61.7964,2020-02-27,0.0,0.0,0.0
8934,Buenos Aires,Argentina,-38.4161,-63.6167,2020-02-27,0.0,0.0,0.0
8935,Yerevan,Armenia,40.0691,45.0382,2020-02-27,0.0,0.0,0.0
8936,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-27,0.0,0.0,0.0
8937,New South Wales,Australia,-33.8688,151.2093,2020-02-27,4.0,0.0,4.0
8938,Northern Territory,Australia,-12.4634,130.8456,2020-02-27,0.0,0.0,0.0
8939,Queensland,Australia,-28.0167,153.4,2020-02-27,5.0,0.0,1.0
8940,South Australia,Australia,-34.9285,138.6007,2020-02-27,2.0,0.0,2.0
8941,Tasmania,Australia,-41.4545,145.9707,2020-02-27,0.0,0.0,0.0
8942,Victoria,Australia,-37.8136,144.9631,2020-02-27,4.0,0.0,4.0
8943,Western Australia,Australia,-31.9505,115.8605,2020-02-27,0.0,0.0,0.0
8944,Vienna,Austria,47.5162,14.5501,2020-02-27,3.0,0.0,0.0
8945,Baku,Azerbaijan,40.1431,47.5769,2020-02-27,0.0,0.0,0.0
8946,Nassau,Bahamas,25.0343,-77.3963,2020-02-27,0.0,0.0,0.0
8947,Manama,Bahrain,26.0275,50.55,2020-02-27,33.0,0.0,0.0
8948,Dhaka,Bangladesh,23.685,90.3563,2020-02-27,0.0,0.0,0.0
8949,Bridgetown,Barbados,13.1939,-59.5432,2020-02-27,0.0,0.0,0.0
8950,Minsk,Belarus,53.7098,27.9534,2020-02-27,0.0,0.0,0.0
8951,Brussels,Belgium,50.8333,4.0,2020-02-27,1.0,0.0,1.0
8952,Porto-Novo,Benin,9.3077,2.3158,2020-02-27,0.0,0.0,0.0
8953,Thimphu,Bhutan,27.5142,90.4336,2020-02-27,0.0,0.0,0.0
8954,TBF,Bolivia,-16.2902,-63.5887,2020-02-27,0.0,0.0,0.0
8955,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,2020-02-27,0.0,0.0,0.0
8956,Brasília,Brazil,-14.235,-51.9253,2020-02-27,1.0,0.0,0.0
8957,Bandar Seri Begawan,Brunei,4.5353,114.7277,2020-02-27,0.0,0.0,0.0
8958,Sofia,Bulgaria,42.7339,25.4858,2020-02-27,0.0,0.0,0.0
8959,Ouagadougou,Burkina Faso,12.2383,-1.5616,2020-02-27,0.0,0.0,0.0
8960,TBF,Cabo Verde,16.5388,-23.0418,2020-02-27,0.0,0.0,0.0
8961,Phnom Penh,Cambodia,11.55,104.9167,2020-02-27,1.0,0.0,1.0
8962,Yaoundé,Cameroon,3.848,11.5021,2020-02-27,0.0,0.0,0.0
8963,Alberta,Canada,53.9333,-116.5765,2020-02-27,0.0,0.0,
8964,British Columbia,Canada,49.2827,-123.1207,2020-02-27,7.0,0.0,
8965,Grand Princess,Canada,37.6489,-122.6655,2020-02-27,0.0,0.0,
8966,Manitoba,Canada,53.7609,-98.8139,2020-02-27,0.0,0.0,
8967,New Brunswick,Canada,46.5653,-66.4619,2020-02-27,0.0,0.0,
8968,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-27,0.0,0.0,
8969,Nova Scotia,Canada,44.682,-63.7443,2020-02-27,0.0,0.0,
8970,Ontario,Canada,51.2538,-85.3232,2020-02-27,6.0,0.0,
8971,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-27,0.0,0.0,
8972,Quebec,Canada,52.9399,-73.5491,2020-02-27,0.0,0.0,
8973,Saskatchewan,Canada,52.9399,-106.4509,2020-02-27,0.0,0.0,
8974,Bangui,Central African Republic,6.6111,20.9394,2020-02-27,0.0,0.0,0.0
8975,N'Djamena,Chad,15.4542,18.7322,2020-02-27,0.0,0.0,0.0
8976,Santiago,Chile,-35.6751,-71.543,2020-02-27,0.0,0.0,0.0
8977,Anhui,China,31.8257,117.2264,2020-02-27,989.0,6.0,792.0
8978,Beijing,China,40.1824,116.4142,2020-02-27,410.0,5.0,248.0
8979,Chongqing,China,30.0572,107.874,2020-02-27,576.0,6.0,401.0
8980,Fujian,China,26.0789,117.9874,2020-02-27,296.0,1.0,228.0
8981,Gansu,China,37.8099,101.0583,2020-02-27,91.0,2.0,81.0
8982,Guangdong,China,23.3417,113.4244,2020-02-27,1347.0,7.0,890.0
8983,Guangxi,China,23.8298,108.7881,2020-02-27,252.0,2.0,161.0
8984,Guizhou,China,26.8154,106.8748,2020-02-27,146.0,2.0,112.0
8985,Hainan,China,19.1959,109.7453,2020-02-27,168.0,5.0,131.0
8986,Hebei,China,39.549,116.1306,2020-02-27,317.0,6.0,274.0
8987,Heilongjiang,China,47.862,127.7615,2020-02-27,480.0,13.0,270.0
8988,Henan,China,33.882,113.614,2020-02-27,1272.0,20.0,1068.0
8989,Hong Kong,China,22.3,114.2,2020-02-27,92.0,2.0,24.0
8990,Hubei,China,30.9756,112.2707,2020-02-27,65596.0,2641.0,23383.0
8991,Hunan,China,27.6104,111.7088,2020-02-27,1017.0,4.0,804.0
8992,Inner Mongolia,China,44.0935,113.9448,2020-02-27,75.0,0.0,43.0
8993,Jiangsu,China,32.9711,119.455,2020-02-27,631.0,0.0,498.0
8994,Jiangxi,China,27.614,115.7221,2020-02-27,934.0,1.0,754.0
8995,Jilin,China,43.6661,126.1923,2020-02-27,93.0,1.0,67.0
8996,Liaoning,China,41.2956,122.6085,2020-02-27,121.0,1.0,93.0
8997,Macau,China,22.1667,113.55,2020-02-27,10.0,0.0,8.0
8998,Ningxia,China,37.2692,106.1655,2020-02-27,72.0,0.0,68.0
8999,Qinghai,China,35.7452,95.9956,2020-02-27,18.0,0.0,18.0
9000,Shaanxi,China,35.1917,108.8701,2020-02-27,245.0,1.0,195.0
9001,Shandong,China,36.3427,118.1498,2020-02-27,756.0,6.0,387.0
9002,Shanghai,China,31.202,121.4491,2020-02-27,337.0,3.0,276.0
9003,Shanxi,China,37.5777,112.2922,2020-02-27,133.0,0.0,107.0
9004,Sichuan,China,30.6171,102.7103,2020-02-27,534.0,3.0,321.0
9005,Tianjin,China,39.3054,117.323,2020-02-27,136.0,3.0,102.0
9006,Tibet,China,31.6927,88.0924,2020-02-27,1.0,0.0,1.0
9007,Xinjiang,China,41.1129,85.2401,2020-02-27,76.0,2.0,43.0
9008,Yunnan,China,24.974,101.487,2020-02-27,174.0,2.0,150.0
9009,Zhejiang,China,29.1832,120.0934,2020-02-27,1205.0,1.0,932.0
9010,Bogotá,Colombia,4.5709,-74.2973,2020-02-27,0.0,0.0,0.0
9011,TBF,Congo (Brazzaville),-4.0383,21.7587,2020-02-27,0.0,0.0,0.0
9012,TBF,Congo (Kinshasa),-4.0383,21.7587,2020-02-27,0.0,0.0,0.0
9013,San José,Costa Rica,9.7489,-83.7534,2020-02-27,0.0,0.0,0.0
9014,TBF,Cote d'Ivoire,7.54,-5.5471,2020-02-27,0.0,0.0,0.0
9015,Zagreb,Croatia,45.1,15.2,2020-02-27,3.0,0.0,0.0
9016,TBF,Diamond Princess,0.0,0.0,2020-02-27,705.0,4.0,10.0
9017,Havana,Cuba,22.0,-80.0,2020-02-27,0.0,0.0,0.0
9018,Nicosia,Cyprus,35.1264,33.4299,2020-02-27,0.0,0.0,0.0
9019,TBF,Czechia,49.8175,15.473,2020-02-27,0.0,0.0,0.0
9020,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-27,0.0,0.0,0.0
9021,Greenland,Denmark,71.7069,-42.6043,2020-02-27,0.0,0.0,0.0
9022,Copenhagen,Denmark,56.2639,9.5018,2020-02-27,1.0,0.0,0.0
9023,Djibouti,Djibouti,11.8251,42.5903,2020-02-27,0.0,0.0,0.0
9024,Santo Domingo,Dominican Republic,18.7357,-70.1627,2020-02-27,0.0,0.0,0.0
9025,Quito,Ecuador,-1.8312,-78.1834,2020-02-27,0.0,0.0,0.0
9026,Cairo,Egypt,26.0,30.0,2020-02-27,1.0,0.0,0.0
9027,San Salvador,El Salvador,13.7942,-88.8965,2020-02-27,0.0,0.0,0.0
9028,Malabo,Equatorial Guinea,1.5,10.0,2020-02-27,0.0,0.0,0.0
9029,Asmara,Eritrea,15.1794,39.7823,2020-02-27,0.0,0.0,0.0
9030,Tallinn,Estonia,58.5953,25.0136,2020-02-27,1.0,0.0,0.0
9031,TBF,Eswatini,-26.5225,31.4659,2020-02-27,0.0,0.0,0.0
9032,Addis Ababa,Ethiopia,9.145,40.4897,2020-02-27,0.0,0.0,0.0
9033,Suva,Fiji,-17.7134,178.065,2020-02-27,0.0,0.0,0.0
9034,Helsinki,Finland,64.0,26.0,2020-02-27,2.0,0.0,1.0
9035,French Guiana,France,3.9339,-53.1258,2020-02-27,0.0,0.0,0.0
9036,French Polynesia,France,-17.6797,149.4068,2020-02-27,0.0,0.0,0.0
9037,Guadeloupe,France,16.25,-61.5833,2020-02-27,0.0,0.0,0.0
9038,Mayotte,France,-12.8275,45.1662,2020-02-27,0.0,0.0,0.0
9039,New Caledonia,France,-20.9043,165.618,2020-02-27,0.0,0.0,0.0
9040,Reunion,France,-21.1351,55.2471,2020-02-27,0.0,0.0,0.0
